DHID,Azimuth,Inclination,Depth
DDH194,34.2,-54.6,35.0
DDH195,44.1,-62.4,0.0
DDH195,44.2,-62.5,5.0
DDH195,44.2,-62.4,10.0
DDH195,44.4,-62.6,15.0
DDH195,44.2,-62.5,20.0
DDH195,44.4,-62.4,25.0
DDH196,14.3,-62.6,0.0
DDH196,14.6,-62.5,5.0
DDH196,14.6,-62.7,10.0
DDH196,14.3,-62.6,15.0
DDH196,14.3,-62.9,20.0
DDH196,14.4,-62.7,25.0
DDH197,357.0,-69.5,0.0
DDH197,356.9,-69.6,5.0
DDH197,356.9,-69.6,10.0
DDH197,356.7,-69.6,15.0
DDH197,356.9,-69.5,20.0
DDH198,7.8,-84.7,0.0
DDH198,7.7,-84.9,5.0
DDH198,7.5,-84.7,10.0
DDH198,7.8,-84.7,15.0
DDH198,7.8,-84.6,20.0
DDH199,328.9,-72.7,0.0
DDH199,329.0,-72.6,5.0
DDH199,328.9,-72.5,10.0
DDH199,329.0,-72.7,15.0
DDH199,329.0,-72.7,20.0
DDH199,329.0,-72.5,25.0
DDH199,328.9,-72.6,30.0
DDH199,328.8,-72.8,35.0
DDH199,329.0,-72.6,40.0
DDH199,329.1,-72.6,45.0
DDH199,328.9,-72.8,50.0
DDH199,329.1,-72.8,55.0
DDH199,328.9,-72.6,60.0
DDH199,328.8,-72.7,65.0
DDH199,328.8,-72.8,70.0
DDH199,328.9,-72.5,75.0
DDH199,329.1,-72.8,80.0
DDH199,328.8,-72.7,85.0
DDH199,328.9,-72.6,90.0
DDH200,26.1,-68.5,0.0
DDH200,26.1,-68.3,5.0
DDH200,26.2,-68.4,10.0
DDH200,26.2,-68.6,15.0
DDH200,26.1,-68.4,20.0
DDH200,26.0,-68.4,25.0
DDH200,25.9,-68.3,30.0
DDH200,26.2,-68.4,35.0
DDH200,26.0,-68.6,40.0
DDH200,25.9,-68.5,45.0
DDH200,25.9,-68.3,50.0
DDH201,16.1,-52.9,0.0
DDH201,16.3,-53.2,5.0
DDH201,16.4,-53.0,10.0
DDH201,16.3,-52.9,15.0
DDH201,16.1,-53.3,20.0
DDH201,16.1,-53.1,25.0
DDH201,16.2,-53.1,30.0
DDH201,16.4,-53.1,35.0
DDH201,16.4,-53.2,40.0
DDH201,16.1,-53.2,45.0
DDH201,16.4,-53.3,50.0
DDH201,16.2,-53.3,55.0
DDH201,16.4,-53.1,60.0
DDH201,16.3,-53.1,65.0
DDH201,16.4,-53.1,70.0
DDH201,16.4,-53.2,75.0
DDH201,16.2,-53.1,80.0
DDH201,16.4,-53.3,85.0
DDH202,289.6,-78.6,0.0
DDH202,289.7,-78.6,5.0
DDH202,289.4,-78.7,10.0
DDH202,289.5,-78.9,15.0
DDH202,289.4,-78.6,20.0
DDH202,289.5,-78.8,25.0
DDH202,289.7,-78.7,30.0
DDH202,289.5,-78.7,35.0
DDH202,289.6,-78.8,40.0
DDH202,289.6,-78.6,45.0
DDH202,289.5,-78.7,50.0
DDH202,289.7,-78.5,55.0
DDH202,289.5,-78.6,60.0
DDH202,289.6,-78.8,65.0
DDH202,289.5,-78.5,70.0
DDH203,331.3,-79.4,0.0
DDH203,331.4,-79.3,5.0
DDH203,331.3,-79.6,10.0
DDH203,331.2,-79.6,15.0
DDH203,331.3,-79.5,20.0
DDH203,331.3,-79.6,25.0
DDH203,331.2,-79.5,30.0
DDH203,331.3,-79.4,35.0
DDH203,331.3,-79.6,40.0
DDH203,331.3,-79.4,45.0
DDH203,331.5,-79.7,50.0
DDH203,331.1,-79.7,55.0
DDH204,340.3,-65.3,0.0
DDH204,340.3,-65.4,5.0
DDH204,340.6,-65.5,10.0
DDH204,340.5,-65.2,15.0
DDH204,340.4,-65.4,20.0
DDH204,340.4,-65.6,25.0
DDH204,340.4,-65.2,30.0
DDH204,340.4,-65.4,35.0
DDH204,340.4,-65.5,40.0
DDH204,340.3,-65.4,45.0
DDH205,26.0,-55.3,0.0
DDH205,25.9,-55.0,5.0
DDH205,26.1,-55.2,10.0
DDH205,25.9,-55.3,15.0
DDH205,26.2,-55.1,20.0
DDH205,25.9,-55.0,25.0
DDH205,26.0,-55.2,30.0
DDH205,25.9,-55.0,35.0
DDH205,26.1,-55.0,40.0
DDH205,26.1,-55.2,45.0
DDH205,26.1,-55.3,50.0
DDH205,26.0,-55.3,55.0
DDH205,26.1,-55.4,60.0
DDH205,26.0,-55.3,65.0
DDH205,26.1,-55.3,70.0
DDH205,26.3,-55.4,75.0
DDH206,347.9,-74.9,0.0
DDH206,347.9,-75.2,5.0
DDH206,347.9,-75.0,10.0
DDH206,347.6,-75.0,15.0
DDH206,347.6,-74.9,20.0
DDH206,347.8,-75.1,25.0
DDH206,347.6,-75.2,30.0
DDH206,347.8,-74.9,35.0
DDH206,347.8,-75.1,40.0
DDH206,347.7,-75.2,45.0
DDH206,348.0,-75.1,50.0
DDH206,347.8,-74.9,55.0
DDH206,347.6,-74.9,60.0
DDH206,348.0,-74.9,65.0
DDH206,347.8,-74.9,70.0
DDH206,347.8,-74.9,75.0
DDH206,347.6,-75.1,80.0
DDH206,348.0,-75.0,85.0
DDH206,347.6,-75.0,90.0
DDH207,78.3,-82.6,0.0
DDH207,78.4,-82.7,5.0
DDH207,78.5,-82.8,10.0
DDH207,78.6,-83.0,15.0
DDH207,78.3,-83.0,20.0
DDH207,78.5,-82.7,25.0
DDH207,78.6,-82.6,30.0
DDH207,78.4,-82.7,35.0
DDH207,78.6,-82.7,40.0
DDH207,78.7,-82.7,45.0
DDH207,78.6,-82.9,50.0
DDH207,78.4,-82.8,55.0
DDH207,78.5,-82.7,60.0
DDH207,78.5,-82.7,65.0
DDH207,78.5,-82.7,70.0
DDH207,78.7,-82.7,75.0
DDH207,78.5,-82.7,80.0
DDH207,78.4,-82.8,85.0
DDH207,78.6,-82.6,90.0
DDH207,78.5,-82.6,95.0
DDH207,78.7,-82.7,100.0
DDH207,78.4,-82.6,105.0
DDH207,78.7,-82.5,110.0
DDH208,7.7,-52.9,0.0
DDH208,7.6,-52.8,5.0
DDH208,7.8,-53.0,10.0
DDH208,7.5,-53.0,15.0
DDH208,7.8,-52.8,20.0
DDH208,7.8,-53.2,25.0
DDH208,7.8,-52.9,30.0
DDH208,7.7,-53.0,35.0
DDH208,7.4,-52.8,40.0
DDH208,7.5,-53.0,45.0
DDH208,7.4,-53.0,50.0
DDH208,7.6,-53.2,55.0
DDH208,7.7,-53.2,60.0
DDH208,7.8,-52.9,65.0
DDH208,7.6,-53.1,70.0
DDH209,23.9,-63.2,0.0
DDH209,23.8,-63.4,5.0
DDH209,23.9,-63.1,10.0
DDH209,24.1,-63.0,15.0
DDH209,23.8,-63.2,20.0
DDH209,24.1,-63.2,25.0
DDH209,23.9,-63.1,30.0
DDH209,24.0,-63.3,35.0
DDH209,23.7,-63.0,40.0
DDH209,24.0,-63.3,45.0
DDH209,24.1,-62.9,50.0
DDH209,23.9,-63.1,55.0
DDH209,23.8,-63.2,60.0
DDH209,24.0,-63.0,65.0
DDH209,23.9,-63.1,70.0
DDH209,23.8,-63.0,75.0
DDH209,24.1,-63.0,80.0
DDH210,57.4,-84.6,0.0
DDH210,57.4,-84.7,5.0
DDH210,57.4,-84.5,10.0
DDH210,57.3,-84.5,15.0
DDH210,57.6,-84.6,20.0
DDH210,57.4,-84.7,25.0
DDH210,57.5,-84.6,30.0
DDH210,57.5,-84.4,35.0
DDH210,57.6,-84.7,40.0
DDH210,57.6,-84.4,45.0
DDH210,57.7,-84.4,50.0
DDH210,57.5,-84.6,55.0
DDH210,57.6,-84.6,60.0
DDH210,57.5,-84.4,65.0
DDH210,57.7,-84.4,70.0
DDH210,57.4,-84.4,75.0
DDH210,57.8,-84.4,80.0
DDH210,57.5,-84.6,85.0
DDH210,57.7,-84.6,90.0
DDH210,57.5,-84.4,95.0
DDH210,57.5,-84.5,100.0
DDH210,57.5,-84.3,105.0
DDH210,57.7,-84.4,110.0
DDH210,57.8,-84.3,115.0
DDH210,57.5,-84.6,120.0
DDH210,57.8,-84.3,125.0
DDH210,57.7,-84.4,130.0
DDH210,57.5,-84.5,135.0
DDH210,57.8,-84.3,140.0
DDH210,57.6,-84.4,145.0
DDH210,57.7,-84.5,150.0
DDH210,57.5,-84.3,155.0
DDH210,57.5,-84.5,160.0
DDH210,57.8,-84.3,165.0
DDH210,57.6,-84.4,170.0
DDH211,318.5,-76.3,0.0
DDH211,318.5,-76.2,5.0
DDH211,318.6,-76.2,10.0
DDH211,318.8,-76.1,15.0
DDH211,318.5,-76.0,20.0
DDH211,318.8,-76.3,25.0
DDH211,318.6,-76.2,30.0
DDH211,318.7,-76.2,35.0
DDH211,318.9,-76.1,40.0
DDH211,318.8,-76.0,45.0
DDH211,318.9,-76.1,50.0
DDH211,318.6,-76.0,55.0
DDH211,318.9,-76.0,60.0
DDH211,318.7,-76.3,65.0
DDH211,318.9,-76.2,70.0
DDH211,318.6,-76.2,75.0
DDH211,318.8,-76.3,80.0
DDH211,318.8,-76.3,85.0
DDH211,318.8,-76.1,90.0
DDH211,319.0,-76.0,95.0
DDH211,318.8,-76.1,100.0
DDH211,318.9,-76.1,105.0
DDH211,318.7,-76.2,110.0
DDH211,318.9,-76.2,115.0
DDH211,319.0,-76.2,120.0
DDH211,318.9,-76.2,125.0
DDH211,319.0,-76.1,130.0
DDH211,319.1,-76.1,135.0
DDH211,318.7,-76.2,140.0
DDH211,318.9,-76.2,145.0
DDH211,319.0,-76.1,150.0
DDH212,331.6,-71.3,0.0
DDH212,331.7,-71.5,5.0
DDH212,331.6,-71.3,10.0
DDH212,331.5,-71.5,15.0
DDH212,331.5,-71.3,20.0
DDH212,331.6,-71.2,25.0
DDH212,331.5,-71.3,30.0
DDH212,331.5,-71.5,35.0
DDH212,331.7,-71.2,40.0
DDH212,331.6,-71.4,45.0
DDH212,331.4,-71.2,50.0
DDH212,331.7,-71.1,55.0
DDH212,331.4,-71.4,60.0
DDH212,331.8,-71.4,65.0
DDH212,331.7,-71.1,70.0
DDH212,331.5,-71.4,75.0
DDH212,331.8,-71.3,80.0
DDH212,331.5,-71.1,85.0
DDH212,331.5,-71.1,90.0
DDH212,331.4,-71.4,95.0
DDH212,331.4,-71.1,100.0
DDH212,331.6,-71.0,105.0
DDH212,331.7,-71.2,110.0
DDH212,331.5,-71.0,115.0
DDH212,331.7,-71.0,120.0
DDH212,331.5,-71.2,125.0
DDH212,331.7,-71.1,130.0
DDH212,331.8,-70.9,135.0
DDH212,331.7,-70.9,140.0
DDH213,338.8,-66.5,0.0
DDH213,339.0,-66.3,5.0
DDH213,339.0,-66.4,10.0
DDH213,338.9,-66.5,15.0
DDH213,338.9,-66.2,20.0
DDH213,338.9,-66.3,25.0
DDH213,339.0,-66.3,30.0
DDH213,338.8,-66.4,35.0
DDH213,338.7,-66.3,40.0
DDH213,338.7,-66.2,45.0
DDH213,338.8,-66.5,50.0
DDH213,338.9,-66.4,55.0
DDH213,338.8,-66.4,60.0
DDH213,338.8,-66.2,65.0
DDH213,338.7,-66.3,70.0
DDH213,338.7,-66.4,75.0
DDH213,338.7,-66.2,80.0
DDH213,338.6,-66.3,85.0
DDH213,338.7,-66.4,90.0
DDH213,338.8,-66.1,95.0
DDH213,338.8,-66.2,100.0
DDH213,338.6,-66.4,105.0
DDH213,339.0,-66.3,110.0
DDH213,338.9,-66.2,115.0
DDH213,338.9,-66.2,120.0
DDH213,338.6,-66.3,125.0
DDH213,338.6,-66.2,130.0
DDH214,12.1,-80.3,0.0
DDH214,12.0,-80.3,5.0
DDH214,12.1,-80.1,10.0
DDH214,12.3,-80.2,15.0
DDH214,12.3,-80.2,20.0
DDH215,44.0,-63.3,0.0
DDH215,43.7,-63.4,5.0
DDH215,44.0,-63.3,10.0
DDH215,43.7,-63.3,15.0
DDH215,43.9,-63.5,20.0
DDH215,43.7,-63.5,25.0
DDH215,44.0,-63.3,30.0
DDH215,43.9,-63.4,35.0
DDH215,43.9,-63.6,40.0
DDH216,15.8,-72.8,0.0
DDH216,15.8,-72.9,5.0
DDH216,15.9,-72.8,10.0
DDH216,15.8,-73.0,15.0
DDH216,15.9,-73.0,20.0
DDH216,15.7,-73.1,25.0
DDH216,16.0,-72.8,30.0
DDH216,15.7,-73.0,35.0
DDH216,15.8,-73.1,40.0
DDH216,15.9,-72.9,45.0
DDH217,334.4,-72.0,0.0
DDH217,334.3,-72.1,5.0
DDH217,334.6,-72.1,10.0
DDH217,334.5,-72.1,15.0
DDH217,334.3,-72.1,20.0
DDH217,334.3,-71.9,25.0
DDH217,334.3,-72.1,30.0
DDH217,334.4,-71.8,35.0
DDH217,334.3,-71.9,40.0
DDH217,334.6,-71.9,45.0
DDH217,334.3,-71.8,50.0
DDH217,334.6,-71.9,55.0
DDH218,65.7,-80.2,0.0
DDH218,65.4,-80.1,5.0
DDH218,65.5,-80.4,10.0
DDH218,65.3,-80.1,15.0
DDH218,65.5,-80.2,20.0
DDH218,65.5,-80.4,25.0
DDH218,65.7,-80.1,30.0
DDH218,65.7,-80.3,35.0
DDH218,65.6,-80.1,40.0
DDH218,65.4,-80.0,45.0
DDH218,65.4,-80.2,50.0
DDH219,92.3,-86.6,0.0
DDH219,92.0,-86.5,5.0
DDH219,92.0,-86.6,10.0
DDH219,92.3,-86.4,15.0
DDH219,92.3,-86.3,20.0
DDH219,92.0,-86.4,25.0
DDH219,92.3,-86.6,30.0
DDH219,92.3,-86.4,35.0
DDH219,92.0,-86.5,40.0
DDH219,92.0,-86.5,45.0
DDH219,92.2,-86.2,50.0
DDH219,92.2,-86.6,55.0
DDH220,74.2,-76.9,0.0
DDH220,74.3,-76.8,5.0
DDH220,74.2,-77.0,10.0
DDH220,74.2,-76.9,15.0
DDH220,74.3,-77.0,20.0
DDH220,74.4,-76.8,25.0
DDH220,74.2,-76.8,30.0
DDH220,74.2,-77.0,35.0
DDH220,74.2,-77.1,40.0
DDH220,74.2,-77.0,45.0
DDH220,74.4,-76.8,50.0
DDH220,74.3,-77.1,55.0
DDH220,74.4,-77.1,60.0
DDH220,74.1,-76.8,65.0
DDH220,74.3,-77.1,70.0
DDH220,74.2,-77.1,75.0
DDH221,286.4,-78.5,0.0
DDH221,286.4,-78.7,5.0
DDH221,286.1,-78.7,10.0
DDH221,286.2,-78.4,15.0
DDH221,286.4,-78.5,20.0
DDH221,286.4,-78.6,25.0
DDH221,286.3,-78.4,30.0
DDH221,286.5,-78.5,35.0
DDH221,286.5,-78.5,40.0
DDH221,286.3,-78.4,45.0
DDH221,286.5,-78.6,50.0
DDH221,286.2,-78.7,55.0
DDH221,286.5,-78.6,60.0
DDH221,286.4,-78.4,65.0
DDH221,286.2,-78.7,70.0
DDH221,286.5,-78.7,75.0
DDH222,55.2,-72.7,0.0
DDH222,54.9,-72.8,5.0
DDH222,55.2,-73.0,10.0
DDH222,55.1,-72.6,15.0
DDH222,55.2,-72.9,20.0
DDH222,55.3,-72.7,25.0
DDH222,54.9,-73.0,30.0
DDH222,55.1,-72.8,35.0
DDH222,55.1,-72.9,40.0
DDH222,55.1,-72.7,45.0
DDH222,55.1,-72.8,50.0
DDH222,55.0,-73.0,55.0
DDH222,55.2,-72.9,60.0
DDH222,55.2,-72.7,65.0
DDH223,299.9,-83.7,0.0
DDH223,299.8,-83.6,5.0
DDH223,299.9,-83.6,10.0
DDH223,300.1,-83.8,15.0
DDH223,300.0,-83.8,20.0
DDH223,299.8,-83.6,25.0
DDH223,299.9,-83.6,30.0
DDH223,300.0,-83.7,35.0
DDH223,300.0,-83.6,40.0
DDH223,299.8,-83.6,45.0
DDH223,299.9,-83.6,50.0
DDH223,300.1,-83.8,55.0
DDH223,299.8,-83.8,60.0
DDH223,299.8,-84.0,65.0
DDH223,299.8,-84.0,70.0
DDH223,300.0,-83.6,75.0
DDH223,300.1,-84.0,80.0
DDH223,300.2,-83.8,85.0
DDH223,300.0,-83.6,90.0
DDH223,300.0,-83.8,95.0
DDH223,300.0,-83.7,100.0
DDH223,299.8,-83.8,105.0
DDH223,299.9,-84.0,110.0
DDH223,299.9,-83.7,115.0
DDH223,299.9,-83.8,120.0
DDH223,299.9,-83.9,125.0
DDH223,300.1,-84.0,130.0
DDH223,300.0,-83.9,135.0
DDH223,300.1,-84.0,140.0
DDH223,299.9,-83.7,145.0
DDH223,300.0,-83.8,150.0
DDH223,299.8,-83.9,155.0
DDH223,300.2,-83.9,160.0
DDH223,300.1,-83.9,165.0
DDH223,300.0,-84.0,170.0
DDH223,300.2,-83.7,175.0
DDH224,24.5,-50.9,0.0
DDH224,24.9,-50.8,5.0
DDH224,24.7,-51.0,10.0
DDH224,24.7,-50.7,15.0
DDH224,24.8,-50.8,20.0
DDH224,24.8,-50.7,25.0
DDH224,24.8,-50.7,30.0
DDH224,24.8,-50.8,35.0
DDH224,24.5,-50.6,40.0
DDH224,24.6,-50.7,45.0
DDH225,11.7,-69.5,0.0
DDH225,12.0,-69.8,5.0
DDH225,11.7,-69.8,10.0
DDH225,11.9,-69.7,15.0
DDH225,11.7,-69.6,20.0
DDH225,11.8,-69.6,25.0
DDH225,11.9,-69.6,30.0
DDH225,11.9,-69.9,35.0
DDH225,12.0,-69.8,40.0
DDH225,11.7,-69.5,45.0
DDH226,302.5,-82.6,0.0
DDH226,302.3,-82.5,5.0
DDH226,302.3,-82.7,10.0
DDH226,302.3,-82.5,15.0
DDH226,302.4,-82.7,20.0
DDH226,302.6,-82.6,25.0
DDH226,302.3,-82.7,30.0
DDH226,302.5,-82.5,35.0
DDH226,302.3,-82.4,40.0
DDH226,302.5,-82.5,45.0
DDH226,302.5,-82.7,50.0
DDH227,51.8,-76.8,0.0
DDH227,52.0,-77.0,5.0
DDH227,52.0,-76.9,10.0
DDH227,51.8,-76.9,15.0
DDH227,51.7,-76.7,20.0
DDH227,51.8,-76.9,25.0
DDH227,51.9,-76.7,30.0
DDH227,51.7,-77.0,35.0
DDH227,51.9,-76.7,40.0
DDH227,51.7,-76.9,45.0
DDH228,44.1,-65.2,0.0
DDH228,44.1,-65.3,5.0
DDH228,44.3,-65.5,10.0
DDH228,44.1,-65.3,15.0
DDH228,44.1,-65.5,20.0
DDH228,44.2,-65.4,25.0
DDH228,44.3,-65.4,30.0
DDH228,44.4,-65.4,35.0
DDH228,44.2,-65.2,40.0
DDH228,44.3,-65.3,45.0
DDH229,101.7,-76.8,0.0
DDH229,101.8,-76.7,5.0
DDH229,101.9,-76.7,10.0
DDH229,101.7,-76.8,15.0
DDH229,101.6,-76.6,20.0
DDH229,101.7,-76.8,25.0
DDH229,101.7,-76.8,30.0
DDH229,101.7,-76.7,35.0
DDH229,102.0,-76.9,40.0
DDH229,101.7,-76.7,45.0
DDH229,101.9,-76.6,50.0
DDH229,102.0,-76.8,55.0
DDH229,101.9,-76.8,60.0
DDH229,101.7,-76.8,65.0
DDH229,101.9,-76.8,70.0
DDH229,101.6,-76.6,75.0
DDH229,101.8,-77.0,80.0
DDH229,101.6,-77.0,85.0
DDH229,101.9,-76.8,90.0
DDH229,101.7,-77.0,95.0
DDH229,101.8,-77.0,100.0
DDH229,101.8,-76.7,105.0
DDH229,101.9,-76.8,110.0
DDH229,101.7,-76.8,115.0
DDH229,101.8,-76.9,120.0
DDH229,101.7,-76.9,125.0
DDH229,101.8,-77.0,130.0
DDH229,102.0,-76.8,135.0
DDH229,102.0,-76.9,140.0
DDH229,101.6,-77.0,145.0
DDH229,101.7,-77.1,150.0
DDH229,101.8,-77.1,155.0
DDH229,101.7,-76.8,160.0
DDH229,101.9,-77.0,165.0
DDH229,101.6,-76.9,170.0
DDH229,101.7,-77.1,175.0
DDH229,101.6,-76.9,180.0
DDH229,101.8,-77.0,185.0
DDH230,15.8,-62.1,0.0
DDH230,15.6,-61.8,5.0
DDH230,15.7,-62.0,10.0
DDH230,15.6,-61.9,15.0
DDH230,15.8,-61.8,20.0
DDH231,32.1,-50.7,0.0
DDH231,32.0,-50.8,5.0
DDH231,32.0,-50.7,10.0
DDH231,32.0,-50.6,15.0
DDH231,31.8,-50.6,20.0
DDH231,31.8,-50.4,25.0
DDH232,33.1,-78.3,0.0
DDH232,33.2,-78.7,5.0
DDH232,33.1,-78.5,10.0
DDH232,33.2,-78.4,15.0
DDH232,32.9,-78.7,20.0
DDH233,89.1,-81.3,0.0
DDH233,89.0,-81.4,5.0
DDH233,89.1,-81.3,10.0
DDH233,89.3,-81.3,15.0
DDH233,89.1,-81.4,20.0
DDH233,89.3,-81.4,25.0
DDH233,89.2,-81.2,30.0
DDH233,89.0,-81.3,35.0
DDH233,89.0,-81.3,40.0
DDH233,89.2,-81.4,45.0
DDH233,89.3,-81.3,50.0
DDH233,89.0,-81.2,55.0
DDH233,89.2,-81.4,60.0
DDH233,89.2,-81.3,65.0
DDH233,88.9,-81.4,70.0
DDH233,89.2,-81.3,75.0
DDH233,89.0,-81.5,80.0
DDH233,89.1,-81.4,85.0
DDH233,89.1,-81.4,90.0
DDH233,89.2,-81.4,95.0
DDH233,89.1,-81.6,100.0
DDH233,88.9,-81.4,105.0
DDH233,88.9,-81.6,110.0
DDH233,89.0,-81.6,115.0
DDH233,89.1,-81.6,120.0
DDH233,89.1,-81.7,125.0
DDH233,88.8,-81.5,130.0
DDH233,89.0,-81.4,135.0
DDH233,89.1,-81.8,140.0
DDH233,89.0,-81.6,145.0
DDH233,89.0,-81.4,150.0
DDH233,89.0,-81.4,155.0
DDH233,88.9,-81.6,160.0
DDH233,88.8,-81.6,165.0
DDH233,88.8,-81.5,170.0
DDH233,89.0,-81.6,175.0
DDH234,348.7,-82.3,0.0
DDH234,348.8,-82.4,5.0
DDH234,348.7,-82.5,10.0
DDH234,348.9,-82.4,15.0
DDH234,348.7,-82.5,20.0
DDH234,348.6,-82.5,25.0
DDH234,348.7,-82.2,30.0
DDH234,348.7,-82.6,35.0
DDH234,348.6,-82.5,40.0
DDH234,348.5,-82.4,45.0
DDH234,348.8,-82.5,50.0
DDH234,348.6,-82.4,55.0
DDH234,348.7,-82.2,60.0
DDH234,348.6,-82.4,65.0
DDH234,348.6,-82.6,70.0
DDH234,348.9,-82.5,75.0
DDH234,348.9,-82.3,80.0
DDH234,348.9,-82.5,85.0
DDH234,348.6,-82.3,90.0
DDH234,348.8,-82.3,95.0
DDH234,349.0,-82.4,100.0
DDH234,348.6,-82.6,105.0
DDH234,348.8,-82.2,110.0
DDH234,348.9,-82.3,115.0
DDH234,348.8,-82.5,120.0
DDH234,348.8,-82.5,125.0
DDH234,348.6,-82.6,130.0
DDH234,348.7,-82.3,135.0
DDH234,348.8,-82.4,140.0
DDH234,349.0,-82.6,145.0
DDH234,348.9,-82.6,150.0
DDH234,348.9,-82.3,155.0
DDH234,349.0,-82.3,160.0
DDH234,348.8,-82.2,165.0
DDH234,349.0,-82.3,170.0
DDH235,327.1,-88.3,0.0
DDH235,326.8,-88.1,5.0
DDH235,327.0,-88.2,10.0
DDH235,326.8,-88.0,15.0
DDH235,327.1,-88.1,20.0
DDH235,326.9,-88.1,25.0
DDH235,326.9,-88.2,30.0
DDH235,326.9,-88.1,35.0
DDH235,326.9,-87.9,40.0
DDH235,326.7,-87.9,45.0
DDH235,326.7,-87.8,50.0
DDH235,326.8,-88.1,55.0
DDH235,326.9,-88.1,60.0
DDH235,326.9,-88.1,65.0
DDH235,327.0,-88.0,70.0
DDH235,327.0,-88.1,75.0
DDH235,327.0,-87.8,80.0
DDH235,326.8,-87.8,85.0
DDH235,326.7,-88.0,90.0
DDH235,326.6,-87.8,95.0
DDH235,326.7,-88.0,100.0
DDH235,326.7,-87.9,105.0
DDH235,327.0,-87.7,110.0
DDH235,326.8,-87.9,115.0
DDH235,326.9,-88.0,120.0
DDH235,327.0,-87.8,125.0
DDH235,326.7,-87.7,130.0
DDH235,326.9,-87.7,135.0
DDH235,326.7,-87.7,140.0
DDH235,326.7,-87.9,145.0
DDH235,326.8,-87.8,150.0
DDH235,326.8,-87.7,155.0
DDH235,326.6,-87.9,160.0
DDH235,326.9,-87.5,165.0
DDH235,326.8,-87.8,170.0
DDH235,326.8,-87.6,175.0
DDH236,28.7,-83.0,0.0
DDH236,28.7,-82.9,5.0
DDH236,28.9,-83.0,10.0
DDH236,28.6,-82.9,15.0
DDH236,28.6,-83.2,20.0
DDH236,28.7,-83.0,25.0
DDH236,28.8,-83.0,30.0
DDH236,28.6,-82.9,35.0
DDH236,28.6,-83.0,40.0
DDH236,28.6,-83.0,45.0
DDH236,28.6,-83.2,50.0
DDH236,29.0,-83.2,55.0
DDH236,29.0,-83.3,60.0
DDH236,29.0,-83.3,65.0
DDH236,28.9,-83.4,70.0
DDH236,29.0,-83.3,75.0
DDH236,28.7,-83.1,80.0
DDH236,28.8,-83.3,85.0
DDH236,29.1,-83.3,90.0
DDH236,28.8,-83.1,95.0
DDH236,28.7,-83.4,100.0
DDH236,28.7,-83.1,105.0
DDH236,28.7,-83.3,110.0
DDH236,29.0,-83.4,115.0
DDH236,29.1,-83.5,120.0
DDH236,28.9,-83.2,125.0
DDH236,29.0,-83.2,130.0
DDH236,29.0,-83.2,135.0
DDH236,29.1,-83.2,140.0
DDH236,29.0,-83.4,145.0
DDH236,28.9,-83.6,150.0
DDH236,28.8,-83.3,155.0
DDH236,29.1,-83.4,160.0
DDH236,28.9,-83.6,165.0
DDH236,29.1,-83.5,170.0
DDH237,16.2,-46.4,0.0
DDH237,16.2,-46.3,5.0
DDH237,15.9,-46.2,10.0
DDH237,15.9,-46.3,15.0
DDH237,16.2,-46.3,20.0
DDH237,16.0,-46.2,25.0
DDH238,11.7,-68.0,0.0
DDH238,11.9,-67.9,5.0
DDH238,11.9,-68.1,10.0
DDH238,11.7,-67.9,15.0
DDH238,11.9,-67.9,20.0
DDH239,38.0,-58.6,0.0
DDH239,38.1,-58.7,5.0
DDH239,37.9,-58.9,10.0
DDH239,38.1,-58.9,15.0
DDH239,38.1,-58.9,20.0
DDH240,0.6,-49.9,0.0
DDH240,0.6,-49.8,5.0
DDH240,0.4,-50.1,10.0
DDH240,0.6,-50.1,15.0
DDH240,0.4,-50.2,20.0
DDH240,0.7,-50.2,25.0
DDH240,0.5,-50.2,30.0
DDH241,352.2,-59.8,0.0
DDH241,352.1,-59.6,5.0
DDH241,352.4,-59.5,10.0
DDH241,352.1,-59.6,15.0
DDH241,352.1,-59.5,20.0
DDH241,352.2,-59.5,25.0
DDH242,11.2,-46.7,0.0
DDH242,11.3,-46.5,5.0
DDH242,11.2,-46.5,10.0
DDH242,11.1,-46.6,15.0
DDH242,11.4,-46.6,20.0
DDH242,11.1,-46.3,25.0
DDH242,11.4,-46.5,30.0
DDH243,27.8,-66.9,0.0
DDH243,27.9,-66.6,5.0
DDH243,27.8,-67.0,10.0
DDH243,28.0,-66.8,15.0
DDH243,27.6,-67.0,20.0
DDH244,58.7,-70.7,0.0
DDH244,58.6,-71.0,5.0
DDH244,58.6,-70.9,10.0
DDH244,58.8,-70.7,15.0
DDH244,58.8,-70.8,20.0
DDH245,36.7,-80.3,0.0
DDH245,36.9,-79.9,5.0
DDH245,36.9,-80.1,10.0
DDH245,36.6,-80.1,15.0
DDH245,36.6,-80.1,20.0
DDH245,36.9,-80.1,25.0
DDH245,36.7,-80.1,30.0
DDH245,36.7,-80.2,35.0
DDH245,36.6,-80.2,40.0
DDH245,36.6,-80.0,45.0
DDH245,36.7,-79.9,50.0
DDH245,36.7,-80.0,55.0
DDH245,36.5,-80.2,60.0
DDH245,36.5,-80.0,65.0
DDH245,36.8,-80.3,70.0
DDH245,36.7,-80.0,75.0
DDH245,36.5,-80.0,80.0
DDH245,36.6,-80.2,85.0
DDH245,36.4,-79.9,90.0
DDH245,36.5,-80.3,95.0
DDH245,36.5,-80.1,100.0
DDH245,36.8,-80.2,105.0
